carat,cut,color,clarity,table,price
2.35,Very Good,I,SI2,57.0,15122
0.45,Ideal,H,SI1,55.0,790
1.7,Ideal,I,VS1,55.0,12622
0.95,Premium,G,SI1,62.0,4426
0.24,Very Good,F,VVS1,60.0,478
0.26,Very Good,G,VVS2,56.0,486
0.48,Very Good,F,VS2,58.0,1251
0.77,Premium,G,SI1,59.0,2657
0.39,Premium,J,VS2,60.0,581
0.39,Ideal,G,SI1,55.0,675
0.41,Very Good,E,VS1,57.0,1079
1.6,Ideal,J,VS2,55.0,8886
0.36,Ideal,F,IF,57.0,1063
1.53,Very Good,E,VS1,60.0,14931
1.06,Good,E,SI2,61.0,4257
0.44,Ideal,D,VVS1,57.0,2290
0.31,Very Good,H,VS2,59.0,489
0.43,Very Good,G,VS2,60.0,867
0.5,Very Good,E,SI1,59.0,1415
2.25,Very Good,J,SI2,63.0,13597
0.51,Ideal,G,VVS1,55.0,2027
0.5,Fair,H,SI1,60.0,1078
0.42,Premium,H,VS2,57.0,992
0.7,Good,H,SI1,59.0,1840
0.31,Ideal,G,SI1,55.0,446
0.3,Ideal,G,VVS2,57.0,878
0.5,Ideal,G,SI1,57.0,1240
0.56,Ideal,D,SI1,57.0,1578
0.5,Premium,E,SI1,58.0,1593
0.72,Ideal,F,SI2,54.0,2422
0.7,Premium,F,SI1,60.0,2239
0.52,Ideal,E,VS2,57.0,1576
1.0,Very Good,E,SI1,60.0,5351
0.47,Very Good,G,SI1,56.0,1133
0.3,Premium,H,SI1,59.0,421
0.27,Ideal,I,VS1,54.0,432
2.18,Premium,H,SI2,61.0,12631
1.61,Very Good,I,SI2,63.0,7775
0.54,Ideal,D,VVS1,56.0,4042
1.56,Very Good,F,SI1,58.0,12207
1.64,Ideal,G,VVS2,56.0,17604
2.54,Very Good,H,SI2,56.0,16353
0.41,Ideal,E,VS1,55.0,1153
0.7,Premium,F,SI1,59.0,2596
0.74,Premium,D,VS2,60.0,3353
1.53,Ideal,I,SI2,56.0,6255
0.35,Ideal,G,VVS1,56.0,887
1.01,Ideal,E,SI2,54.0,4666
0.4,Very Good,I,VS2,57.6,655
0.31,Very Good,E,VS1,61.0,587
1.08,Premium,G,VS2,57.0,6532
0.41,Ideal,I,VVS1,55.0,1107
0.25,Very Good,F,VVS2,57.0,548
0.3,Premium,D,VS2,59.0,911
0.5,Ideal,I,VS1,57.0,1266
0.55,Premium,D,SI1,58.0,1819
1.1,Ideal,E,SI2,56.0,5174
0.41,Ideal,G,VS2,55.0,827
0.91,Very Good,H,VS2,62.0,4201
0.91,Premium,F,SI1,56.0,3618
1.24,Premium,H,VS1,59.0,7222
0.34,Ideal,H,VVS1,54.0,995
1.01,Good,F,VS2,58.0,6288
0.32,Ideal,G,VVS2,56.0,730
0.31,Premium,G,VVS1,59.0,1046
1.0,Ideal,G,VS1,54.0,7648
0.3,Ideal,F,VS2,56.0,828
0.31,Very Good,G,VVS1,56.0,1046
1.01,Good,G,VS1,57.0,6759
0.31,Ideal,E,VS2,54.0,680
0.31,Ideal,F,VVS1,56.0,975
0.73,Premium,E,SI1,58.0,2703
0.5,Premium,E,VS2,58.0,1624
0.34,Ideal,I,SI1,55.0,589
0.38,Ideal,E,VS1,56.0,1000
0.3,Premium,I,VS1,58.0,608
0.7,Premium,G,SI2,60.0,1814
0.86,Very Good,J,SI2,61.0,1950
1.18,Good,D,SI2,61.0,5871
0.35,Ideal,H,VS2,56.0,571
0.41,Premium,G,SI1,58.0,719
0.92,Very Good,D,VS1,58.0,7544
0.35,Premium,E,VS2,58.0,984
1.01,Good,E,VVS1,59.0,10567
0.38,Ideal,H,VVS1,57.0,903
0.78,Premium,I,SI1,60.0,2377
0.3,Good,D,VVS2,58.0,787
0.32,Ideal,H,VS1,57.0,720
0.52,Premium,G,VS2,58.0,1577
1.01,Good,D,VS1,55.0,8339
1.52,Premium,G,VVS1,59.0,15959
0.31,Ideal,F,VS2,55.0,625
0.47,Premium,G,VS2,59.0,1116
1.11,Ideal,E,SI1,58.0,6291
0.7,Very Good,E,SI1,59.0,2537
0.3,Premium,E,VS2,61.0,844
0.31,Ideal,E,VS2,56.0,680
1.12,Very Good,H,SI2,59.0,5375
1.0,Premium,F,SI2,60.0,4340
0.3,Premium,F,VS2,60.0,776
0.37,Ideal,G,VS2,57.0,649
0.41,Very Good,G,VVS2,56.0,1007
0.31,Premium,E,SI1,60.0,698
1.27,Ideal,G,VVS1,56.0,10805
0.33,Very Good,G,SI1,59.0,492
1.13,Very Good,J,VS2,59.0,4206
0.29,Very Good,F,VVS2,63.0,592
0.9,Good,D,SI1,63.0,4469
1.28,Ideal,G,IF,56.0,13360
0.31,Premium,E,VS1,58.0,942
1.5,Good,E,SI1,61.0,11179
0.54,Very Good,D,SI1,58.0,1662
0.79,Very Good,E,SI2,59.0,2941
2.01,Very Good,J,VS2,58.0,12968
1.01,Very Good,I,VS2,60.0,4666
0.91,Premium,E,SI1,58.0,4332
2.06,Premium,I,SI2,59.0,14982
0.3,Ideal,G,SI2,56.0,405
0.33,Very Good,G,SI1,57.0,492
0.52,Good,D,SI2,55.0,1203
1.0,Very Good,E,VS2,60.0,6600
1.52,Very Good,G,VS2,57.0,12596
0.9,Fair,I,VS1,62.0,2732
1.18,Ideal,G,VS2,55.0,8564
0.36,Premium,E,VS1,59.0,727
0.33,Ideal,F,VVS2,56.0,810
1.5,Premium,F,VS1,58.0,15291
1.25,Ideal,H,SI1,58.0,7423
0.34,Premium,E,VS2,60.0,956
0.43,Premium,D,SI1,60.0,993
0.32,Ideal,H,VS2,55.0,505
1.5,Premium,G,VVS2,58.0,14157
0.56,Ideal,D,SI1,56.0,1814
0.32,Ideal,E,SI1,55.0,682
1.02,Ideal,F,VS1,54.0,8157
0.41,Very Good,G,VVS2,59.0,1051
0.36,Premium,F,VS1,58.0,1080
0.71,Ideal,H,VVS2,56.0,3371
2.06,Very Good,J,VS2,59.0,13948
1.14,Premium,H,VS2,60.0,5937
1.0,Very Good,E,SI1,62.0,4864
0.3,Ideal,F,IF,54.0,886
1.51,Good,I,SI2,60.0,7957
1.0,Very Good,H,SI1,54.0,4995
1.18,Premium,I,SI2,58.0,4579
0.72,Ideal,J,VS2,57.0,2099
1.22,Premium,F,VS2,60.0,7154
0.54,Ideal,G,IF,55.0,2289
0.7,Fair,E,SI1,58.0,2318
1.07,Ideal,H,SI2,56.0,4442
0.52,Ideal,F,VS1,55.0,1872
0.75,Ideal,G,VS2,55.0,3073
0.34,Premium,D,SI1,58.0,803
0.36,Very Good,H,VVS2,55.0,668
0.25,Very Good,E,VVS2,56.0,740
0.81,Premium,E,VS2,58.0,3674
1.0,Good,F,VS1,60.0,6389
0.43,Ideal,G,VVS2,57.0,1129
1.2,Ideal,I,VS1,55.0,6774
0.33,Ideal,D,VS2,56.0,1002
0.41,Ideal,F,VVS2,56.0,1192
1.27,Ideal,J,SI2,56.0,5021
0.47,Ideal,H,IF,57.0,1865
0.6,Premium,F,SI1,59.0,1323
0.53,Very Good,G,VVS2,54.0,1827
0.92,Good,H,VS1,63.0,4116
2.1,Very Good,I,SI2,60.0,12612
0.41,Ideal,G,VS2,57.0,1061
0.5,Very Good,E,SI1,57.0,1374
0.71,Very Good,F,VVS1,55.0,3461
1.51,Premium,D,VS2,58.0,15531
0.71,Ideal,E,SI1,55.0,3360
0.3,Ideal,G,VVS2,57.0,878
0.32,Ideal,G,VVS1,55.0,1080
0.53,Ideal,F,IF,54.0,2802
0.52,Ideal,D,SI1,56.0,1720
0.31,Premium,E,VVS1,58.0,924
0.33,Ideal,G,SI1,56.0,498
0.7,Good,D,VS2,58.0,3087
0.3,Very Good,D,SI1,60.0,552
0.85,Premium,E,VS2,60.0,3803
0.31,Premium,G,SI1,58.0,593
1.01,Very Good,D,SI2,61.0,4538
0.52,Premium,E,SI2,57.0,1088
1.13,Very Good,J,SI1,59.0,4385
1.51,Premium,J,VS2,59.0,7553
0.62,Ideal,G,IF,57.0,3378
2.1,Ideal,I,SI1,60.0,17250
2.28,Premium,H,SI2,61.0,16954
1.19,Premium,H,VS1,59.0,7277
0.38,Ideal,D,VVS2,57.0,992
0.32,Very Good,G,VS2,57.0,561
0.32,Premium,G,SI2,59.0,540
0.75,Ideal,D,VS2,55.0,3625
0.9,Very Good,F,SI2,59.0,3977
0.9,Premium,H,VS2,59.0,4082
0.42,Premium,D,VS1,59.0,1179
1.11,Premium,E,VS2,58.0,7619
0.57,Ideal,H,VVS1,56.0,2052
0.36,Ideal,I,IF,55.0,735
0.77,Ideal,I,VS1,56.0,2635
0.32,Very Good,H,VS2,55.0,505
0.41,Premium,G,VS2,59.0,990
0.31,Premium,G,VS2,59.0,544
0.34,Ideal,D,VS1,57.0,914
2.02,Premium,J,VS2,59.0,13812
1.5,Very Good,G,VVS2,56.0,12798
1.0,Very Good,D,SI1,60.0,5851
0.3,Ideal,H,IF,56.0,789
0.56,Very Good,E,VS2,55.0,1819
0.26,Good,F,VVS1,57.0,679
1.23,Ideal,F,VS1,54.0,9660
0.31,Very Good,G,VS2,56.0,544
1.53,Very Good,H,SI1,56.0,10446
1.66,Ideal,J,SI2,57.0,6377
0.31,Very Good,I,SI1,60.0,418
0.91,Good,E,SI2,61.0,3538
0.9,Fair,H,VS2,54.0,3725
1.26,Premium,E,VS1,58.0,10367
1.29,Ideal,F,SI2,58.0,6762
1.06,Ideal,F,SI2,56.0,3461
1.09,Very Good,H,SI1,57.0,5950
1.0,Very Good,F,VS1,63.0,6021
1.58,Premium,H,SI1,59.0,10738
0.34,Premium,I,VS2,57.0,612
0.43,Ideal,G,VVS1,55.0,1207
1.0,Very Good,F,VS2,58.0,6818
1.03,Very Good,H,VS2,59.0,5620
0.36,Premium,G,VS2,58.0,756
0.55,Very Good,E,VS2,60.0,1744
0.33,Ideal,G,SI1,56.0,631
1.7,Good,G,SI1,64.0,11180
0.55,Ideal,E,SI1,56.0,1621
0.5,Premium,E,VS2,59.0,1746
0.96,Fair,J,SI1,56.0,2517
1.5,Premium,G,VS2,59.0,13112
1.35,Ideal,H,VVS1,57.0,10639
0.51,Premium,D,VS2,60.0,1807
1.06,Premium,G,SI1,56.0,5183
0.32,Premium,H,VS2,59.0,505
2.09,Very Good,F,SI2,55.0,18640
1.5,Very Good,H,VS2,58.0,7484
0.76,Very Good,G,VS2,57.0,3170
0.37,Ideal,D,VS2,56.0,876
0.72,Ideal,J,VS1,56.0,2177
1.62,Ideal,H,SI2,54.0,8865
0.4,Ideal,E,VS1,56.0,1125
0.32,Very Good,I,VVS2,57.0,561
1.0,Good,E,SI2,56.0,4620
1.22,Ideal,J,SI2,57.0,4676
0.54,Good,H,VS1,58.0,1361
2.52,Very Good,G,SI2,58.0,17689
0.31,Very Good,F,VS1,55.0,679
0.75,Ideal,F,SI1,57.0,2744
1.03,Ideal,E,VS1,57.0,7477
0.41,Premium,F,VS2,58.0,1107
0.7,Premium,G,SI1,58.0,2170
2.03,Premium,G,I1,58.0,6377
0.71,Very Good,E,SI2,58.0,2238
0.36,Ideal,G,SI1,55.0,571
0.5,Premium,F,SI2,60.0,1125
0.39,Ideal,H,VS1,57.0,740
0.3,Ideal,J,VS2,56.0,630
0.4,Very Good,E,VVS1,61.0,1333
0.3,Premium,G,VS1,59.0,605
0.3,Ideal,G,VS2,56.0,526
0.31,Premium,J,SI1,59.0,465
0.36,Premium,D,SI1,59.0,663
0.56,Ideal,D,SI1,56.0,1723
0.38,Very Good,G,VS1,56.0,833
0.3,Very Good,G,VVS2,55.0,684
1.07,Premium,G,VS2,60.0,6213
0.36,Ideal,H,VS2,57.0,587
0.36,Ideal,H,VS2,55.0,568
1.14,Good,I,SI1,56.0,4702
1.33,Premium,H,SI1,59.0,7472
1.22,Ideal,F,VVS1,57.0,13029
0.51,Very Good,E,SI1,58.0,1284
1.08,Ideal,D,SI2,57.0,5256
0.9,Good,F,VS1,57.0,4580
0.56,Fair,E,SI1,61.0,1358
0.59,Ideal,G,VS1,55.0,1916
0.5,Very Good,G,VVS2,66.0,1939
0.54,Ideal,E,VS2,56.0,1765
1.0,Very Good,E,SI1,59.0,5175
1.03,Good,D,SI2,59.0,3743
1.23,Premium,F,VVS2,59.0,11534
0.53,Ideal,G,VVS2,56.0,1932
0.36,Ideal,F,SI1,56.0,770
1.01,Good,D,SI1,64.0,5271
0.9,Very Good,F,SI1,59.0,4498
2.02,Ideal,F,SI2,57.0,13453
0.76,Very Good,F,SI2,55.0,2347
0.3,Ideal,G,VVS1,56.0,1094
1.03,Very Good,F,SI1,59.0,4996
0.75,Ideal,E,VS1,55.0,3402
1.05,Ideal,H,SI2,58.0,4604
0.92,Good,E,SI1,58.0,4258
2.0,Good,G,I1,58.0,6854
0.3,Very Good,G,VVS1,58.0,1013
2.0,Premium,I,VS2,61.0,14763
0.51,Premium,F,VVS2,59.0,2203
2.0,Premium,G,SI1,60.0,14918
0.6,Premium,G,VVS1,58.0,2444
1.03,Ideal,G,VVS2,57.0,8385
0.34,Ideal,G,VS2,55.0,765
0.38,Ideal,F,SI1,56.0,766
1.75,Ideal,H,I1,55.0,7409
0.42,Very Good,D,VS2,58.0,910
0.54,Premium,I,VVS1,61.0,1637
1.38,Premium,H,VS1,60.0,7233
0.56,Ideal,G,SI2,54.0,1173
1.3,Ideal,H,VS2,56.0,5387
1.03,Ideal,G,SI2,55.0,4873
0.4,Very Good,F,SI1,62.0,717
0.31,Ideal,D,IF,57.0,1917
0.41,Ideal,I,VVS1,56.0,1107
1.09,Good,F,SI2,61.0,4698
1.11,Very Good,F,VVS2,57.0,9792
0.4,Premium,G,SI1,59.0,900
2.01,Good,E,SI2,64.0,16582
1.21,Premium,F,VS1,58.0,10245
0.31,Fair,F,VVS2,59.0,757
1.01,Good,F,VS2,58.0,6446
1.01,Very Good,J,SI2,53.0,3088
0.91,Ideal,E,VVS1,56.0,9636
0.93,Good,J,SI1,54.0,2438
1.01,Good,E,SI2,55.0,4440
0.54,Premium,G,VS2,58.0,1637
0.36,Premium,E,SI2,59.0,475
0.34,Ideal,G,VVS1,55.0,895
1.14,Ideal,F,SI2,56.0,4591
0.49,Very Good,E,SI1,57.9,1400
0.5,Premium,G,VS1,60.0,1624
0.32,Premium,H,VS2,57.0,648
1.11,Ideal,I,VS1,57.0,6077
0.26,Very Good,F,VVS1,57.0,657
0.31,Ideal,E,VS2,56.0,872
1.05,Fair,F,SI2,60.0,3615
1.52,Very Good,F,SI2,59.0,8192
0.73,Very Good,H,VS1,57.0,2916
1.01,Fair,G,VS2,56.0,5950
0.3,Ideal,E,VS2,56.0,603
0.35,Ideal,E,VS2,54.0,923
0.59,Ideal,I,VS2,54.0,1300
0.59,Ideal,F,VVS2,56.0,2345
0.87,Very Good,G,SI2,58.0,2802
1.07,Premium,D,VS1,60.0,8359
1.53,Very Good,J,VS2,59.0,7418
0.38,Very Good,F,SI1,54.0,660
0.71,Premium,H,VS1,58.0,2572
0.76,Premium,F,SI2,58.0,2469
1.01,Good,G,VS1,56.0,6529
1.0,Fair,G,VS1,56.0,5908
0.76,Premium,H,VVS1,58.0,3311
1.01,Ideal,G,VS1,57.0,7290
0.3,Ideal,H,VS1,55.0,675
0.41,Premium,G,SI1,60.0,719
0.51,Ideal,E,SI1,57.0,1438
1.03,Premium,D,SI1,59.0,5653
2.42,Premium,J,VS2,59.0,17168
1.39,Ideal,I,SI2,55.0,6544
0.56,Ideal,D,SI1,57.0,1814
0.52,Ideal,E,SI1,58.0,1656
1.26,Premium,I,VS2,58.0,6023
0.54,Ideal,J,SI1,54.0,964
0.42,Premium,E,SI1,61.0,953
0.43,Premium,G,VVS1,58.0,1207
2.02,Very Good,E,SI1,59.0,18731
0.34,Ideal,D,SI1,56.0,626
0.75,Ideal,J,VS2,57.0,2025
1.0,Very Good,E,SI2,61.0,4620
1.51,Good,D,SI2,65.0,7384
0.9,Good,I,SI2,59.0,2800
0.72,Premium,G,SI1,62.0,2212
0.32,Premium,G,VS1,58.0,828
0.28,Very Good,E,VVS2,59.0,642
1.53,Premium,H,VVS2,60.0,11982
0.23,Very Good,F,VS1,58.0,373
1.54,Ideal,G,VS1,57.0,13846
0.33,Ideal,E,VS2,55.0,873
0.34,Ideal,E,VS1,57.0,805
0.63,Fair,H,VS1,62.5,1760
0.3,Ideal,D,VVS1,55.0,933
0.35,Premium,J,VS1,58.0,949
0.72,Ideal,E,VVS2,54.9,4094
1.0,Premium,F,SI1,59.0,5292
0.6,Good,F,VS2,60.7,1940
1.09,Very Good,I,SI1,58.0,4640
0.42,Premium,F,VS1,59.0,1103
0.33,Premium,E,SI1,58.0,579
0.42,Ideal,E,VVS1,55.0,1327
1.14,Ideal,G,VVS2,56.0,9013
0.51,Good,G,VVS2,54.0,1800
0.53,Premium,E,VS2,60.0,1813
0.24,Very Good,F,VVS2,59.0,608
0.92,Very Good,D,VVS2,58.0,7150
1.22,Very Good,J,VS2,56.0,5160
0.4,Premium,E,VS2,59.0,975
0.35,Premium,G,IF,60.0,1116
1.51,Very Good,I,VS2,57.0,9185
1.0,Good,G,VS2,57.0,5702
2.03,Fair,F,SI1,58.0,16280
1.01,Good,H,SI1,60.0,4749
0.9,Premium,F,SI1,62.0,3881
0.7,Very Good,E,VS2,59.0,2845
0.26,Very Good,F,VS1,59.0,453
0.34,Ideal,E,VS1,57.0,1033
1.29,Premium,I,VS2,57.0,6279
2.1,Very Good,J,VS2,60.7,13340
0.35,Ideal,D,VS1,57.0,990
0.72,Ideal,H,VS2,57.0,2594
0.3,Ideal,D,SI1,55.0,524
0.8,Very Good,F,SI2,57.0,2772
0.3,Very Good,D,VS2,57.0,670
1.17,Premium,D,VS1,59.0,10115
0.4,Ideal,G,VS1,57.0,819
0.92,Premium,F,SI1,59.0,4194
0.32,Premium,H,SI1,58.0,576
0.34,Ideal,G,VS2,53.0,765
0.31,Premium,F,VS2,58.0,802
0.3,Ideal,I,SI1,56.0,506
0.53,Good,E,VS2,55.0,1727
2.09,Ideal,I,SI1,56.0,16704
0.42,Premium,G,VS1,58.0,984
0.53,Good,E,VS2,59.0,1561
0.36,Ideal,G,IF,55.0,1074
0.34,Ideal,G,VS2,57.0,517
0.9,Very Good,H,VS1,57.0,4136
0.71,Very Good,I,VVS1,57.0,2572
0.4,Very Good,D,VS2,58.0,851
0.5,Ideal,E,SI1,56.0,1555
1.31,Premium,H,SI2,60.0,6236
1.2,Ideal,I,SI2,57.0,4596
1.21,Premium,G,SI2,58.0,5430
0.52,Ideal,H,IF,56.0,2441
1.52,Ideal,H,VS2,55.1,11333
1.11,Ideal,H,SI2,60.0,4520
0.32,Ideal,E,VS2,57.0,960
2.18,Premium,J,VS2,58.0,15465
0.51,Very Good,D,VS1,58.0,1849
1.34,Ideal,J,VS1,57.0,5748
1.18,Ideal,E,I1,56.0,4153
0.8,Very Good,F,VVS2,58.0,4126
0.3,Ideal,E,VVS2,56.0,812
1.11,Ideal,F,VS2,57.0,7740
0.36,Ideal,D,SI1,57.0,663
0.31,Very Good,H,SI1,57.0,446
0.71,Ideal,H,VVS1,57.0,2867
0.71,Premium,J,SI2,54.0,1305
0.33,Ideal,G,VVS1,55.0,858
1.21,Premium,F,VVS1,59.0,11175
0.51,Ideal,E,SI1,55.0,1443
0.91,Very Good,D,SI1,60.0,4561
0.41,Ideal,G,SI1,54.0,688
0.7,Very Good,D,SI1,58.0,2768
0.56,Ideal,D,VS1,56.0,2026
0.97,Ideal,G,SI2,57.0,4101
0.61,Ideal,G,VS1,56.0,2167
1.0,Premium,H,SI2,62.0,3640
0.33,Ideal,D,VS2,56.0,781
0.32,Ideal,E,VVS2,57.0,1080
0.3,Ideal,D,VS2,54.0,710
2.33,Premium,H,I1,58.0,8220
0.33,Premium,G,VS2,56.0,743
0.42,Very Good,D,SI1,58.0,810
0.35,Ideal,F,VS2,57.0,706
1.51,Ideal,G,VS1,56.0,13811
0.7,Very Good,D,VS1,55.0,4003
1.48,Premium,I,SI2,58.0,7086
0.31,Premium,D,SI2,59.0,462
0.59,Good,I,VS2,56.0,1294
0.55,Good,F,VS1,62.0,1682
0.75,Very Good,H,SI2,58.0,2180
1.01,Very Good,F,VVS1,58.0,9810
0.32,Ideal,E,VS2,54.0,900
2.0,Very Good,J,VS2,60.0,13542
0.4,Ideal,E,SI1,56.0,945
0.33,Very Good,E,SI2,59.0,463
0.52,Good,H,SI1,61.0,1056
0.5,Good,G,SI1,64.0,1197
1.02,Premium,F,SI1,58.0,5398
0.54,Good,F,VS2,61.0,1563
0.73,Ideal,E,VS2,55.0,2902
1.09,Premium,I,VS2,59.0,5306
0.77,Fair,F,VS1,57.0,3031
0.83,Premium,E,SI1,58.0,3482
0.51,Premium,G,SI1,58.0,1312
0.61,Ideal,I,VVS1,54.0,1713
0.78,Ideal,I,VS2,57.0,2422
0.68,Good,F,SI1,60.0,2074
0.7,Ideal,F,SI2,57.0,2398
0.76,Very Good,E,IF,56.0,4798
1.23,Ideal,G,VS1,57.0,10859
0.38,Premium,D,SI1,61.0,941
0.9,Good,F,SI1,56.0,4016
0.77,Very Good,D,SI1,59.0,3160
1.01,Premium,H,SI1,59.0,4191
1.21,Ideal,G,VVS1,57.0,10232
0.4,Very Good,I,SI1,55.0,765
0.34,Very Good,G,VS2,55.0,596
1.32,Ideal,G,VS1,54.0,9715
1.01,Premium,F,SI2,54.0,4468
0.57,Ideal,F,IF,56.0,2656
0.28,Ideal,G,SI1,54.0,455
0.51,Very Good,D,SI1,56.0,1569
0.32,Ideal,H,IF,55.0,814
0.54,Very Good,D,VS1,54.0,2016
2.15,Premium,G,SI2,58.0,15751
1.2,Premium,J,SI2,57.0,3782
0.25,Ideal,F,SI1,56.0,430
2.0,Premium,H,SI2,58.0,12940
0.7,Ideal,H,SI1,57.0,2383
1.07,Ideal,G,VS1,56.0,7748
0.25,Very Good,F,IF,59.0,526
1.0,Premium,H,VS2,60.0,4930
0.29,Ideal,G,IF,55.0,673
1.01,Very Good,D,SI2,58.0,4799
0.71,Good,F,VS2,60.0,2777
1.0,Fair,I,VS1,55.0,3763
0.7,Premium,F,VVS1,56.0,3300
1.05,Premium,G,IF,60.0,9012
1.5,Ideal,F,VS2,56.4,15444
1.01,Very Good,E,SI1,57.0,4912
1.03,Ideal,F,VS1,56.0,7906
0.41,Very Good,H,SI2,59.0,593
0.26,Very Good,H,VVS2,58.0,600
0.55,Very Good,F,SI1,57.0,1316
0.43,Very Good,E,SI1,56.0,921
0.32,Premium,E,VS2,58.0,900
0.78,Good,E,SI2,54.0,2363
0.31,Good,H,VS2,58.0,489
0.3,Good,G,VVS2,56.0,684
1.52,Ideal,G,VVS2,57.0,15760
0.53,Premium,E,SI1,58.0,1395
0.7,Premium,H,VVS1,60.0,2603
0.71,Good,I,SI1,63.0,1651
0.52,Premium,E,SI1,61.0,1577
0.73,Premium,E,VS1,58.0,3370
0.52,Good,E,VS2,56.0,1625
1.42,Good,F,VS2,57.0,9542
0.55,Ideal,E,SI1,56.0,1448
0.41,Ideal,E,VS1,54.0,1153
0.53,Good,E,SI1,56.0,1355
0.4,Ideal,F,VVS2,55.0,1012
1.21,Good,G,VS2,56.0,8099
0.55,Premium,H,VS2,61.0,1270
0.52,Very Good,D,SI1,56.0,1452
0.32,Good,E,SI1,55.0,561
0.41,Ideal,E,VVS1,55.0,1431
0.73,Ideal,G,SI1,54.0,2583
0.41,Premium,H,SI1,59.0,876
0.26,Very Good,H,VVS1,58.0,468
1.51,Premium,F,VS2,60.0,14165
0.4,Ideal,I,IF,54.0,917
0.3,Premium,G,VS1,60.0,776
0.9,Good,I,SI1,53.0,3196
0.23,Ideal,F,VVS1,55.0,505
0.32,Very Good,F,VVS2,57.0,778
0.33,Good,I,VS1,56.0,521
0.42,Ideal,F,VS1,56.0,985
0.26,Good,D,VS2,56.0,403
1.04,Very Good,I,SI2,58.0,3449
0.59,Ideal,G,VS2,56.0,1622
0.51,Ideal,G,VS1,56.0,1656
0.31,Ideal,G,VVS1,57.0,789
0.9,Ideal,G,VS1,56.0,4931
0.31,Premium,E,VS2,60.0,872
0.23,Very Good,F,VVS2,58.0,530
1.03,Ideal,G,VS1,56.0,6864
0.5,Good,F,SI1,58.0,1214
0.9,Ideal,E,SI2,56.0,3200
0.41,Very Good,D,SI1,56.0,717
1.01,Good,J,SI2,62.0,3756
1.38,Good,J,SI2,58.0,4598
0.53,Ideal,E,VS2,55.0,1607
1.0,Premium,F,SI2,61.0,4749
1.01,Premium,G,VS1,58.0,6499
1.16,Ideal,G,SI2,55.0,5171
1.02,Premium,F,SI2,61.0,4238
1.06,Ideal,G,VVS2,57.0,8726
0.9,Very Good,H,VS2,60.0,3919
1.5,Good,E,I1,64.0,4989
0.34,Premium,H,VS1,59.0,765
0.56,Ideal,J,SI1,58.0,1119
0.43,Ideal,G,VVS2,55.0,1056
0.58,Very Good,D,SI1,58.0,1785
1.6,Ideal,G,VS2,55.0,14474
2.05,Premium,G,SI1,56.0,13767
0.31,Premium,I,SI1,60.0,537
0.72,Ideal,E,SI1,57.0,3409
0.72,Ideal,H,VVS1,58.0,3180
1.19,Premium,H,SI1,58.0,6078
0.31,Good,E,SI1,57.0,544
0.7,Very Good,J,SI1,61.0,1817
1.33,Fair,G,SI2,62.0,6078
1.52,Premium,E,SI1,59.0,12305
2.01,Premium,J,SI1,57.0,13219
0.3,Ideal,H,VS2,54.0,491
0.58,Good,E,VS1,64.0,2185
1.09,Premium,G,VS2,56.0,6504
0.91,Very Good,D,SI2,56.0,3837
2.34,Ideal,H,I1,55.0,11221
1.63,Ideal,F,VS1,57.0,18179
1.26,Very Good,H,VS2,58.0,5849
0.71,Good,D,VS1,56.0,3524
1.51,Fair,E,SI1,53.0,7468
0.9,Good,I,SI2,63.0,2680
1.0,Fair,F,SI1,63.0,4688
0.31,Ideal,F,IF,56.0,901
0.3,Ideal,G,VVS1,57.0,764
1.3,Very Good,F,SI1,58.0,7567
0.41,Premium,G,VS1,57.0,961
1.03,Ideal,F,VVS1,56.3,10619
0.52,Ideal,G,VVS2,57.0,1911
1.01,Premium,E,SI2,60.0,4434
1.2,Premium,G,VS2,60.0,7603
1.11,Premium,G,SI2,57.0,3804
2.19,Ideal,I,SI2,56.0,15254
0.36,Ideal,G,VS1,55.0,746
0.24,Very Good,F,VS1,56.0,417
0.71,Ideal,F,VS2,56.0,2891
0.41,Premium,H,SI1,59.0,876
0.37,Premium,E,VS1,58.0,1124
1.08,Premium,F,SI1,59.0,5487
0.26,Ideal,D,VVS2,56.0,769
0.53,Premium,G,SI1,58.0,1363
0.38,Premium,F,VVS1,58.0,1257
0.25,Very Good,F,VVS2,59.0,576
0.5,Ideal,D,VS2,56.0,1752
2.02,Fair,J,SI2,55.0,9853
0.5,Very Good,G,VVS2,55.0,1904
0.7,Ideal,G,VVS1,57.0,3303
0.58,Premium,H,VS2,59.0,1439
1.6,Very Good,I,SI2,59.0,7906
1.05,Premium,H,SI1,58.0,4682
0.72,Very Good,F,VVS2,56.0,3338
0.66,Ideal,H,VS1,55.0,2222
0.72,Premium,J,VS2,58.0,1944
0.57,Premium,F,SI1,58.0,1571
0.55,Very Good,F,SI1,59.0,1370
1.52,Ideal,I,VS1,55.0,10851
1.02,Very Good,J,SI2,58.0,3359
0.51,Ideal,E,SI1,56.0,1343
2.03,Very Good,I,VS2,57.0,17297
0.32,Premium,G,VVS2,60.0,936
1.13,Premium,D,SI2,58.0,5280
0.4,Premium,F,VS1,58.0,982
1.0,Very Good,D,VVS2,58.0,9487
1.2,Ideal,G,VVS2,56.0,10846
2.48,Ideal,I,SI2,57.0,12883
0.9,Good,F,SI2,55.0,3453
1.01,Fair,G,VS2,60.0,5294
0.31,Premium,H,VS2,58.0,489
0.31,Ideal,J,VVS1,54.0,461
